alt,a1_url,a1_text,a2_url,a2_text,filepath,description,category,embedding,s3_image_url
contingency second plan V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/contingency-second-plan-V2.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/contingency-second-plan-V2.png,Download (Outside the Box),./images/contingency-second-plan-V2.png,"An easy-to-read image depicts a person pondering ""second plan"" options. Above the person's head are two thought bubbles. The bubble on the left shows a document labeled ""plan A"" with a large red ""X"" through it. The bubble on the right contains a document labeled ""plan B"" with check marks next to each item. The person appears thoughtful and uncertain, suggesting they are considering alternatives to the first plan.",Concept Illustration,"[ 0.03238542 -0.00712057 -0.03925061 ... -0.00197627 -0.02284021
 -0.02169253]",https://easyread-app.s3.amazonaws.com/images/contingency-second-plan-V2_cba6312ecdca41fb8f0c22fd8fa90214.png
contraception,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/contraception.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/contraception.png,Download (Outside the Box),./images/contraception.png,"The image shows the word ""contraception"" written in bold, black letters at the top. Below, there are illustrations of various methods of contraception. These include a pink condom, a blue condom in its packaging, a box of condoms, and a blister pack of birth control pills, with one pill separated. The background is white, and the image is framed by a thick, black border.",Health & Medicine,"[ 0.01737715  0.0004735  -0.03876118 ...  0.00013253 -0.02555993
 -0.01823898]",https://easyread-app.s3.amazonaws.com/images/contraception_acfd3669765c4239bf8f614c5f65964e.png
contraception implant or rod,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/contraception-implant-or-rod.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/contraception-implant-or-rod.png,Download (Outside the Box),./images/contraception-implant-or-rod.png,"This image shows a doctor explaining the contraception implant to a patient. The title says ""Contraception Implant or Rod"" in big, bold letters. There are two women in the image. One woman is wearing a blue uniform and the other woman is wearing an orange top. An arrow points to the woman's arm. A magnifying glass shows an implant under the skin of the woman's arm.",Health,"[ 0.02931256 -0.00751706 -0.04889327 ...  0.00522684 -0.00016554
 -0.03018383]",https://easyread-app.s3.amazonaws.com/images/contraception-implant-or-rod_5a02a70d0fe941fd994719ac7f37fb35.png
contraception implant taken out,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/contraception-implant-taken-out.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/contraception-implant-taken-out.png,Download (Outside the Box),./images/contraception-implant-taken-out.png,"A cartoon-style image with a black border shows a healthcare worker standing next to a patient. The healthcare worker has dark skin, black hair, and wears a blue uniform with a badge and pens in the pocket. The patient has light skin and blonde hair and wears an orange tank top. A green dotted line with arrows points from the patient's arm to a magnified view of the arm, where a small implant is being removed. The words ""implant taken out"" are in large, bold, black text at the top. The image suggests the removal of a contraceptive implant from the patient's arm.",Healthcare,"[ 0.03611351 -0.00629675 -0.04854838 ... -0.00750728 -0.02518247
 -0.02163177]",https://easyread-app.s3.amazonaws.com/images/contraception-implant-taken-out_cf80e7673a9741dc9ddb75c48be25d1b.png
contraception implant taken out,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/01/contraception-implant-taken-out.png,Download (In the Box),,,./images/contraception-implant-taken-out.png,"The image depicts a medical procedure where a contraceptive implant is being removed. A healthcare professional with dark skin and a blue uniform is holding the arm of a patient with fair skin and blonde hair, who is wearing an orange tank top. An implant can be seen in the patient's arm. A magnifying glass is positioned to zoom in on the implant area, showing a small incision where the implant is being taken out.",Health,"[ 0.02666081 -0.00589749 -0.0488553  ... -0.00770301 -0.02992916
 -0.01440907]",https://easyread-app.s3.amazonaws.com/images/contraception-implant-taken-out_0394b4b15ebf4addac30bc1837e24cc9.png
contraception V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/01/contraception-V2.png,Download (In the Box),,,./images/contraception-V2.png,,,,https://easyread-app.s3.amazonaws.com/images/contraception-V2_b3bf833485ee4c9293edb0ef75c64c16.png
contraceptive patch,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/01/contraceptive-patch.png,Download (In the Box),,,./images/contraceptive-patch.png,,,,https://easyread-app.s3.amazonaws.com/images/contraceptive-patch_c528839ed6ff4e68bb50f9588229e3fb.png
contract LCC,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/contract-LCC.png,Download (In the Box),,,./images/contract-LCC.png,"This image depicts a contract, which is a written agreement. At the top, the word ""contract"" is written in bold, black letters. Below that, there is a document that looks like a real contract. It includes a coat of arms, the word ""contract"" again, and numbered sections with lines representing the content of the agreement. There is also a dotted line at the bottom for signatures.",Legal,"[-0.00086932  0.00056595 -0.04372555 ... -0.0103475  -0.03938632
 -0.02341299]",https://easyread-app.s3.amazonaws.com/images/contract-LCC_6ed4eadfe67f45138de788815105a51f.png
contract NHS,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/contract-NHS.png,Download (In the Box),,,./images/contract-NHS.png,"The image is an easy-read-style representation of a contract. The word 'contract' is at the top in large, bold, black letters. Below that is a depiction of a contract document enclosed in a blue and black border. The words 'NHS contract' are prominent at the top of the contract. There is a black line underneath. The contract has three sections listed numerically (1, 2, and 3) with short lines of text beside each number. At the bottom is a blue dotted line, likely for a signature.",Documents,"[ 0.00729321 -0.00076349 -0.03304472 ... -0.00712644 -0.01940685
 -0.01233366]",https://easyread-app.s3.amazonaws.com/images/contract-NHS_9e4ddd2136db4976a19a7d8521cbbfca.png
Contraction,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2023/12/Contraction.jpg,Download (Outside the Box),,,./images/Contraction.jpg,"A cartoon illustration depicts a pregnant woman lying in bed, holding her stomach with a surprised expression. Red lightning bolt symbols emanate from her abdomen, suggesting she's experiencing contractions. She is lying on a bed with a blue blanket and pillow.",Medical Illustration,"[ 0.0172579   0.00780963 -0.03039    ... -0.0152673  -0.04653357
 -0.02809322]",https://easyread-app.s3.amazonaws.com/images/Contraction_770a4725afec4bbeae4cbdf84f0c123e.jpg
cooker,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/cooker.png,Download (In the Box),,,./images/cooker.png,"The image shows a line drawing of a cooker with the word ""cooker"" written in large, bold black letters above it. The cooker is grey with black details. It has four burners on top and a control panel with knobs. Below the control panel is a drawer and then a large oven door. The entire image is framed in a black border.",Household appliance,"[ 0.0409936  -0.0114366  -0.03126106 ... -0.01479577 -0.02833935
 -0.02323511]",https://easyread-app.s3.amazonaws.com/images/cooker_c1c7fd76e41c44779dc89a555268b77b.png
cooking,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/cooking.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/cooking-1.png,Download (Outside the Box),./images/cooking.png,"A simple cartoon drawing with a thick black border, showing a person cooking. Above the person, in large, bold, black letters, is the word ""cooking"". The person is light-skinned with brown hair and is wearing a bright blue long-sleeved shirt. They are standing in front of a gray stove with four black burners, one of which has a small gray pot with yellow liquid inside. The person is holding the pot's handle.",ClipArt,"[ 0.03944783  0.00833956 -0.01715617 ... -0.02267945 -0.03119759
 -0.00366266]",https://easyread-app.s3.amazonaws.com/images/cooking_21b3e44ebd7b40779a255a71cd30a86c.png
cooking a healthy meal,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/cooking-a-healthy-meal.png,Download (In the Box),,,./images/cooking-a-healthy-meal.png,"The image is a cartoon illustration within a black square frame. At the top, in bold black letters, it reads ""cooking a healthy meal."" Below the text, on the left side of the image, there's a white stove with four knobs and two electric burners on top. One burner has a grey frying pan with a piece of orange food being cooked. On the right side of the image, there's a brown wooden table with a plate on top. The plate contains a meal with what looks like yellow pasta and green broccoli. A thick, curved green arrow connects the frying pan on the stove to the plate on the table, suggesting the cooked food is being transferred or served.",Food and Cooking,"[ 0.0455188  -0.00916763 -0.01445232 ... -0.02026316 -0.02702739
 -0.02614097]",https://easyread-app.s3.amazonaws.com/images/cooking-a-healthy-meal_4799f7f7f40249838231613a1bb45da8.png
cooking and cleaning,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/08/cooking-and-cleaning.png,Download (In the Box),,,./images/cooking-and-cleaning.png,"The image shows a cartoon man doing chores with the words 'cooking and cleaning' above. He is on the right side, smiling and holding a red vacuum cleaner on a tan floor. Green arrows show the back and forth motion of the vacuuming. On the left is a white stove with an orange circle (food) cooking in a pan on the stovetop.",Household Chores,"[ 0.00990371  0.01347372 -0.00768514 ... -0.01688284 -0.02304167
 -0.02088682]",https://easyread-app.s3.amazonaws.com/images/cooking-and-cleaning_2e15592453414dda9a48ccd3ddbeec87.png
