alt,a1_url,a1_text,a2_url,a2_text,filepath,description,category,embedding
Care works,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/care-works.png,Download (In the Box),,,./images/care-works.png,"This image shows a symbol for 'care'. Two cartoon people, a man and a woman, are nestled between two large, outstretched hands. Above them is the word 'care' in bold, black letters, and next to them is a green tick. This shows that care is being provided.",Social Care,"[-0.00058093 -0.00719622 -0.04132786 ... -0.01821285 -0.02575745
 -0.04451776]"
Cared for safely,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/cared-for-safely.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/cared-for-safely.png,Download (Outside the Box),./images/cared-for-safely.png,"A colorful illustration. At the top it says 'cared for safely' in big bold black letters. Below that is a person with blonde hair and pink shirt smiling. Above that person's head is a thought bubble with two hands facing each other. In the middle of the hands are two people, a man and a woman, with an arrow going from one to the other. Next to the smiling person is a speech bubble with a big green check mark in it. The entire picture is outlined in black.",Medical Safety,"[ 0.02025981  0.00384341 -0.04125704 ... -0.00739895 -0.01043448
 -0.0286311 ]"
Carer,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/01/carer.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/carer.png,Download (Outside the Box),./images/carer.png,"The image shows a symbolic representation of a ""carer"". At the top, the word ""carer"" is written in bold, black, lowercase letters. Below the text are two cartoon-style figures: a woman on the left and a man on the right. The woman has dark hair and skin, and she wears a reddish-brown top and a yellow skirt. The man has short dark hair and skin, and he wears an orange sweater and brown trousers. Both figures are smiling and have a simple outline. Below the figures is a large hand with a brown skin tone, palm facing up, as if offering support or care. The image is framed by a black border.",Symbols and Icons,"[ 0.01793428  0.00140022 -0.04191925 ... -0.01581586 -0.01757573
 -0.04515361]"
carer can ask for flu vaccination,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/09/carer-can-ask-for-flu-vaccination.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/09/carer-can-ask-for-flu-vaccinationn.png,Download (Outside the Box),./images/carer-can-ask-for-flu-vaccination.png,"The image shows a title saying 'carer can ask'. Three people stand together in a row, they look as if they might be a nurse, carer, and patient. The person on the left is thinking about a flu jab, the person on the right is thinking about giving a thumbs up. There is a large hand at the bottom as if it is holding the group of people in its palm. The Alt says, 'carer can ask for flu vaccination'.",Health,"[ 0.02937665 -0.00349383 -0.03544516 ... -0.02543571 -0.01119245
 -0.025762  ]"
Carers team,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/carers-team.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/carers-team.png,Download (Outside the Box),./images/carers-team.png,"The image shows a group of cartoon people inside a circle with an arrow forming a loop, above an open hand. Above the circle, the words 'carers team' are written in large, bold black letters. The entire image is surrounded by a thick black border on a white background. The cartoon people have diverse skin tones and are wearing different colored clothes. The hand has a light brown skin tone.",Healthcare,"[ 0.01837186  0.00478737 -0.03710112 ... -0.0037561   0.00125243
 -0.02650556]"
caring,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/06/caring.png,Download (In the Box),,,./images/caring.png,"An image with a bold black border surrounding a white background. At the top is the word 'caring' written in large, black, sans-serif font. Below the word, there is a depiction of two hands, one above the other, cupping an orange heart. The hands are tan and have blue sleeves.",Social Skills,"[ 0.0008052   0.01268002 -0.03822106 ...  0.00515015 -0.01759736
 -0.02352866]"
Caring for service users,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/caring-for-service-users.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/caring-for-service-users.png,Download (Outside the Box),./images/caring-for-service-users.png,"This image shows the word 'caring' in big, bold letters at the top. Below, there are three people smiling. Two of them are wearing medical uniforms - one in a blue nurse's uniform and the other in a white doctor's coat with a stethoscope. The third person is wearing a yellow shirt and appears to be the person being cared for. The image is framed in a black border.",Healthcare,"[ 0.01473526  0.00406882 -0.04599564 ... -0.01009018 -0.01561734
 -0.02360148]"
Carol singing,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/carol-singing.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/carol-singing.png,Download (Outside the Box),./images/carol-singing.png,"Illustration of four carol singers in winter hats, holding songbooks. Above them, the words ""carol singing"" are written in large, bold, black letters, with scattered musical notes floating around the group. The singers are diverse, wearing a variety of colorful outfits and hats typical of winter attire.",Clip art,"[ 0.03833804  0.01725741 -0.02793461 ...  0.0112426  -0.04694758
  0.01943437]"
Carrots,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/carrots.png,Download (In the Box),,,./images/carrots.png,"The image shows three bright orange carrots with green tops in the center of the image.  Above the carrots are the large black letters ""carrots"" centered on the image. The image is bordered with a thick black line.",Food,"[ 0.02109726 -0.01419333 -0.01842825 ... -0.02848205 -0.0366794
 -0.02244794]"
Cat,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/cat.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/cat.png,Download (Outside the Box),./images/cat.png,"A cartoon-style drawing within a black-bordered white square shows a gray cat lying down, facing slightly to the left. The cat has green eyes and a pink nose. Above the cat, in large, bold black letters, is the word 'cat'. The overall style is simple and educational.",Educational Animal Illustration,"[ 0.00829275 -0.00270602 -0.02335601 ... -0.02046833 -0.05670192
 -0.01230279]"
Catch a bus,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/catch-a-bus.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/catch-a-bus.png,Download (Outside the Box),./images/catch-a-bus.png,"The image shows a red double-decker bus next to a bus stop sign. A person in a yellow shirt and blue pants is standing near the bus stop. The words ""catch a bus"" are at the top of the image.",Transportation,"[ 0.03726024 -0.01610505 -0.01649583 ... -0.00379414 -0.01302099
 -0.0041309 ]"
Catheter,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/catheter.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/catheter.png,Download (Outside the Box),./images/catheter.png,"A pictogram consisting of a black square border enclosing a white background with a black heading of 'Catheter' in large font at the top center. Below and to the left of the heading is an illustration of a catheter bag containing yellow liquid, while to the right is a black and white illustration of a toilet that is crossed out in red.",Medical Sign,"[ 0.025849   -0.01365063 -0.04683941 ... -0.01010884 -0.0367549
 -0.00840256]"
Catheter,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2024/02/catheter.png,Download (In the Box),,,./images/catheter.png,"The image depicts a sign with a black border and white background. At the top, in large black letters, is the word ""Catheter"". Below the text, on the left, is a drawing of a urine bag partially filled with yellow liquid. On the right is an illustration of a toilet with a large red ""X"" superimposed over it, indicating a prohibition.  ",Medical Sign,"[ 0.02481868 -0.00466104 -0.04200379 ... -0.00656862 -0.02911534
 -0.01189862]"
Catheter V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/catheter-V2.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/05/catheter-V2.png,Download (Outside the Box),./images/catheter-V2.png,"This picture shows a cartoon of the human body with a urinary catheter in place. The word ""catheter"" is written in big bold letters at the top. The person has brown skin and hair, with a neutral expression.  The kidneys and ureters are shown, connecting to a catheter that leads to a urine collection bag. The bag is partially filled with yellow liquid, representing urine.",Medical Illustration,"[ 0.03239689  0.01483287 -0.04271457 ... -0.01192277 -0.04392197
 -0.01151954]"
Cauliflower,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/cauliflower.png,Download (In the Box),,,./images/cauliflower.png,"The image is a cartoon illustration of a cauliflower. The vegetable is white with a lumpy, rounded head and green leaves surrounding the base. The word ""cauliflower"" is written in bold, black letters above the image. The illustration has a black outline and is set against a white background within a black frame.",Food,"[ 0.0132249  -0.00053604 -0.00551478 ... -0.02289595 -0.01503936
 -0.01032672]"
